ID,ORGANIZATION_NAME,ORGANIZATION_TYPE,STREET_ADDRESS,CITY,STATE,ZIP,LATITUDE,LONGITUDE,NUMBER_OF_LIGHTS,PRAYERS,LISTEN_EVENTS,EAT_EVENTS,SERVE_EVENTS,SHARE_YOUR_STORY_EVENTS,ACCOUNT_TYPE
13262,Whole Life Church,Church,1420 E Chicago Rd ,Sturgis,MI,49091,41.8017356,-85.4012371,5,1204,0,0,0,0,Free account
13263,Become Church,Church,401 N Madison St,Spring Hill,KS,66083,38.7468549,-94.8273362,2,490,6,0,0,1,Free account
13264,One Church Lima,Church,3075 Yoakam Rd ,Lima,OH,45806,40.6963254,-84.1742996,5,18,2,0,0,0,Free account
13265,First Baptist Church-Forsyth,Church,10000 State Hwy 76 ,Forsyth,MO,65653,36.6571356,-93.1010428,9,2040,8,0,0,3,Free account
13266,New Hope Community Church of Bucyrus,Church,235 Woodlawn Ave ,Bucyrus,OH,44820,40.8045519,-82.9727536,0,5,0,0,0,0,Free account
13267,Watermark O.C.Church,Church,3186 Pullman St ,Costa Mesa,CA,92626,33.6850444,-117.8723611,2,3632,20,0,0,6,Free account
13268,Vietnamese Alliance Church of Ricmond,Church,11055 Greenwood RD,Glen Allen,VA,23059,37.6754023,-77.4888612,3,5,0,0,0,0,Free account
13269,Shiloh Baptist Church,Church,4242 Decatur Highway,Kingston,TN,37763,35.7711656,-84.5896617,1,152,0,0,0,0,Free account
13270,Good Shepherd Baptist Church,Church,3700 FM 92 ,Silsbee,TX,77656,30.4055246,-94.1763352,8,5015,11,0,0,11,Free account
13271,Gateway Christian Church Inc,Church,781 Windermere Dr ,Clarksville,TN,37043,36.5318273,-87.227149,14,1477,12,1,0,3,Free account
13272,Calvary Baptist Church,Church,1135 U.S. Hwy 190 ,Huntsville,TX,77320,30.7108333,-95.5072222,4,839,73,0,0,1,Free account
13273,The Mountain Church,Church,2038 S 222nd St ,Des Moines,WA,98198,47.4039277,-122.306184,5,88,0,0,0,0,Free account
13274,Sherwood Fellowship,Church,14106 Castlerock Dr,Orlando,FL,32828,28.5368628,-81.1767738,1,9,6,0,0,5,Free account
13275,Calvary Lutheran Church,Church,9545 Georgia Ave ,Silver Spring,MD,20910,39.0119444,-77.0405556,0,0,0,0,0,0,Free account
13276,Orlinda Baptist Church,Church,1124 W Church St ,Orlinda,TN,37141,36.6028813,-86.718527,1,55,0,0,0,0,Free account
13277,Restoration Church,Church,21406 AL-216 ,McCalla,AL,35111,33.2770594,-87.1301666,2,25,0,0,0,0,Free account
13278,Christ's Church Federal Way,Church,941 S Dash Point Rd ,Federal Way,WA,98003,47.3339931,-122.3202189,152,48021,154,2,1,28,Free account
13279,East Hills Alliance Church,Church,1405 Burcham St ,Kelso,WA,98626,46.150229,-122.896898,2,3332,0,0,0,0,Free account
13280,Bethesda Baptist Church,Church,3830 GA-85 ,Ellerslie,GA,31807,32.6329618,-84.7983542,2,555,0,0,0,0,Free account
13281,Grace Church,Association,4599 Burbank Rd ,Wooster,OH,44691,40.856868,-81.948735,3,711,370,0,0,365,Free account
13282,Greenup Baptist Association,Association,409 Bellefonte St ,Russell,KY,41169,38.530535,-82.6935493,1,466,368,0,0,364,Free account
13283,Forest Baptist Church,Church,4500 Petersburg Rd ,Louisville,KY,40218,38.1860877,-85.6689033,7,4321,16,0,0,82,Paid account
13284,First Baptist Richardson,Church,1001 N Central Expy ,Richardson,TX,75080,32.9628987,-96.7267377,157,54752,141,10,10,31,Paid account
13285,Iglesia Cristiana El Deseado de las Naciones,Church,1541 SE 12th Ave ,Homestead,FL,33035,25.4556229,-80.4602471,1,24,1,1,1,1,Free account
13286,First Southern Baptist Church,Church,1912 SW Gage Blvd ,Topeka,KS,66604,39.0325609,-95.7247055,95,130461,216,0,0,102,Free account
13287,Vision59,Church,86 Wilson Ave,Brooklyn,NY,11237,40.7018515,-73.9280485,1,273,1,0,0,0,Free account
13288,The Jesus Connection,Church,217 Peppermint Dr,Lake Jackson,TX,77566,29.061677,-95.4402327,0,534,18,0,0,9,Free account
13289,First Baptist Church of Citra,Church,18280 US-301 ,Citra,FL,32113,29.4156503,-82.1103086,3,29,0,0,0,0,Free account
13290,Leavittsburg Baptist Church,Church,4150 Kincaid East Rd NW ,Warren,OH,44481,41.271017,-80.871583,1,287,2,0,0,1,Free account
13291,Vergennes Church,Church,10411 Bailey Dr NE ,Lowell,MI,49331,42.9730961,-85.4106315,11,3576,4,0,0,0,Free account
13292,The Salvation Army of Alamance County,Church,812 N Anthony St ,Burlington,NC,27217,36.0849663,-79.4242502,2,5474,23,0,0,0,Free account
13293,Ahaba Zoe Church,Church,10201 E Colonial Dr ,Union Park,FL,32817,28.5715645,-81.241169,1,25,0,0,0,0,Free account
13294,Story Church,Church,None Yet,Queen Creek,AZ,85142,33.2028363,-111.642224,3,2969,71,54,21,22,Free account
13295,Virginia Beach United Methodist Church,Church,212 19th St ,Virginia Beach,VA,23451,36.8467139,-75.9754988,1,5440,0,0,0,0,Free account
13296,Beulah Baptist Association,Association,2126 W Reelfoot Ave ,Union City,TN,38261,36.4030913,-89.0873548,2,1196,368,0,0,364,Free account
13297,Faith Baptist Church,Church,1001 S Scenic Dr ,Manhattan,KS,66503,39.1598473,-96.6428434,2,3,0,0,0,0,Free account
13298,Myrtle Grove Baptist Church,Church,5920 Lillian Hwy ,Pensacola,FL,32506,30.4250764,-87.295055,84,15122,126,0,0,38,Paid account
13299,Trinity Pentecostal Holiness,Church,1214 N Post Rd ,Shelby,NC,28150,35.321694,-81.4957183,3,2105,0,0,0,0,Free account
13300,Freedom Church,Church,2330 Dry Creek Dr ,Round Rock,TX,78681,30.487356,-97.683257,5,767,2,0,0,0,Free account
13301,First Baptist Church Butler,Church,1203 W Pushmataha St 2417,Butler,AL,36904,32.0928505,-88.2353125,5,435,3,0,0,0,Free account
13302,Eagle Vineyard Church,Church,50 Chambers Ave I,Eagle,CO,81631,39.657566,-106.8264729,3,78,11,0,0,7,Free account
13303,Acts Church Hays,Church,526 Pond View Pass,Buda,TX,78610,30.0784195,-97.8157422,4,1967,2,0,0,0,Free account
13304,Grace Point Church (Lake Norman),Church,170 Joe Knox Ave ,Mooresville,NC,28117,35.591494,-80.8767799,1,93,1,0,0,0,Free account
13305,[Little Creek] Church,Church,2329 E Little Creek Rd ,Norfolk,VA,23518,36.914427,-76.21745,4,9424,9,0,0,2,Free account
13306,Presence Church,Church,814 Bogart Rd,Cedar Park,TX,78613,30.5174972,-97.8119613,1,30,0,0,0,0,Free account
13307,New Concord Baptist Church,Church,3672 Concord Rd.,Kenton,TN,38233,36.2213585,-89.0342482,1,600,0,0,0,0,Free account
13308,Columbus Mosaic Church,Church,8405 Pulsar Place,Columbus,OH,43240,40.139802,-82.9663886,7,715,12,1,2,2,Free account
13309,"YWAM Salem, Oregon",Association,7085 Battle Creek Rd SE ,Salem,OR,97317,44.8520714,-123.0014617,1,535,373,0,0,368,Free account
13310,Central Assembly of God,Church,896 Home St ,Muskegon,MI,49442,43.2370781,-86.2062839,2,4,0,0,0,0,Free account
13311,Stewart Lennox Baptist Church,Church,3500 Emerald St ,Klamath Falls,OR,97601,42.1905608,-121.8113928,1,15,1,0,0,0,Free account
13312,First Baptist Church,Church,522 W Main St ,Gun Barrel City,TX,75156,32.3322107,-96.1222145,1,0,0,0,0,0,Free account
13313,Connecting Pointe Church,Church,1901 S 70th St ,Lincoln,NE,68506,40.793163,-96.625591,14,4418,16,0,0,7,Free account
13314,Tri-State Worship Center,Church,901 Solida Rd ,South Point,OH,45680,38.421251,-82.569401,9,7150,34,0,0,13,Free account
13315,Firmly Rooted Ministries,Church,495 Ludlow St ,Greendale,IN,47025,39.1088171,-84.8641592,1,28,55,0,0,12,Free account
13316,The Prayerful Mama,Church,PO Box TBD,Bossier City,LA,71112,32.4511482,-93.6319131,1,580,0,0,0,0,Free account
13317,First Presbyterian Church,Church,7940 Cemetery Rd ,Harbor Springs,MI,49740,45.4360479,-85.0015076,4,938,13,0,0,4,Free account
13318,Lazybrook Baptist Church,Church,1822 W 18th St ,Houston,TX,77008,29.8014289,-95.4330365,7,3329,2,0,0,2,Free account
13319,Faith Baptist Church Chandler Texas,Church,268 Broad St ,Chandler,TX,75758,32.3044571,-95.481794,1,40,0,0,0,0,Free account
13320,White Water Worship Center,Church,1330 Michigan Ave ,Waterville,OH,43566,41.5042328,-83.7366957,3,2389,4,0,0,4,Free account
13321,Ridgeland Church,Church,6343 90th Pl ,Oak Lawn,IL,60453,41.7273776,-87.779662,14,1612,1,0,0,0,Free account
13322,Cornerstone Christian Church,Association,775 N Green Mt Rd ,Belleville,IL,62221,38.552267,-89.9309645,5,1064,392,0,0,377,Free account
13323,Cornerstone Christian Church,Church,451 N 7 Hills Rd ,O'Fallon,IL,62269,38.6054453,-89.8943786,1,21,12,0,0,10,Free account
13324,All California,Association,24201 Cherry Hills Place,Laguna Niguel,CA,92677,33.5176329,-117.7076697,6,924,372,0,0,365,Free account
13325,All Orange County,Association,24201 Cherry Hills Pl,Laguna Niguel,CA,92677,33.5176329,-117.7076697,2,483,372,0,0,365,Free account
13326,Grace Church,Church,24600 La Plata Dr ,Laguna Niguel,CA,92677,33.5328544,-117.700504,2,10,1,0,0,1,Free account
13327,Hays Family Worship Center ,Church,1651 Yocemento Ave,Hays,KS,67601,38.9222953,-99.4286048,1,240,0,0,0,0,Free account
13328,Capital City Church,Church,7602 Innovation Park Dr ,Baton Rouge,LA,70820,30.3627951,-91.1445958,1,4637,0,0,0,0,Free account
13329,Worship Center Baptist Church ,Church,741 Highway 366,Baldwyn,MS,38824,34.5116239,-88.5780975,2,20,0,0,0,0,Free account
13330,Connection Church Inc,Church,3220 Newnan Rd ,Griffin,GA,30224,33.2403395,-84.3480023,9,12021,16,0,0,0,Free account
13331,No Place Left Auburn,Association,7330 Lee Road 54,Auburn,AL,36830,32.5648384,-85.418609,0,454,368,0,0,364,Free account
13332,St.John's Lutheran Church,Church,3448 N Adrian Hwy ,Adrian,MI,49221,41.9366338,-84.0072755,1,81,0,0,0,0,Free account
13333,No place left AU,Church,1688 Tiffanie ct,Auburn,AL,36830,32.5743549,-85.4346962,0,0,0,0,0,0,Free account
13334,Lakeview Baptist Church on Reelfoot Lake,Church,15 Gooch Rd ,Tiptonville,TN,38079,36.365444,-89.4342705,1,10,0,0,0,0,Free account
13335,Gateway Church - Scottsdale,Church,15020 N Hayden Rd Ste 103,Scottsdale,AZ,85260,33.6219821,-111.9071928,9,111,7,2,1,1,Free account
13336,Branson United Methodist Church,Church,1208 76 Country Blvd ,Branson,MO,65616,36.6395589,-93.2398042,11,22996,5,0,0,12,Free account
13337,Revival Life Baptist Church,Church,8910 E Main St ,Houma,LA,70363,29.5968428,-90.6913767,2,447,35,0,0,0,Free account
13338,Green Acres Baptist Church,Church,2085 S Barnett Shoals Rd ,Athens,GA,30605,33.9215449,-83.34072,1,2,0,0,0,0,Free account
13339,Northwest Church,Church,34800 21st Ave SW ,Federal Way,WA,98023,47.2888191,-122.3604614,265,119066,7316,1000,996,7150,Paid account
13340,"Gateway Church, Buda",Church, Main St ,Buda,TX,78610,30.089437,-97.8081596,4,1243,4,0,0,3,Free account
13341,New Vision Church,Church,6520 Brooklyn Ave ,San Diego,CA,92114,32.713382,-117.0573967,3,617,0,0,0,1,Free account
13342,Ocean View Church,Church,2460 Palm Ave ,San Diego,CA,92154,32.5844444,-117.0805556,81,25714,110,1,1,39,Paid account
13343,New Covenant Athens,Church,1425 Newton Bridge Rd ,Athens,GA,30607,34.0173074,-83.4059775,17,4749,16,0,0,4,Free account
13344,East Denver Church Of God,Church,6430 M.L.K. Jr Blvd ,Denver,CO,80207,39.7615726,-104.9130683,7,1092,12,0,0,0,Free account
13345,Seattle Revival Center,Church,12636 SE May Creek Park Dr ,Newcastle,WA,98056,47.5233202,-122.1705048,2,402,0,0,0,0,Free account
13346,Rock of Grace - Cortland Campus,Association,125 N Bank St ,Cortland,OH,44410,41.3307647,-80.7288476,1,459,368,0,0,364,Free account
13347,St John's Lutheran Church,Church,3521 Linda Vista Ave ,Napa,CA,94558,38.3209705,-122.3203182,7,15190,31,0,0,9,Free account
13348,Hartsfield Domestic Airport,Association,7700 Spine Road ,College Park,GA,30337,33.640754,-84.4450912,1,454,368,0,0,364,Free account
13349,Family Church of Pine Bluff,Church,2309 S Poplar St ,Pine Bluff,AR,71601,34.2056721,-92.0117861,5,7365,19,0,0,13,Free account
13350,Haven Baptist Church,Church,3430 Hutton Rd ,Kansas City,KS,66109,39.1477999,-94.8294103,8,6921,16,0,0,6,Paid account
13351,New Vision Church,Association,5310 Orange Ave.,San Diego,CA,92115,32.7534709,-117.0809252,16,2045,400,0,0,371,Free account
13352,Global City Mission Initiative,Church,205 Prine Ln ,Kerrville,TX,78028,29.99817,-99.265261,1,0,0,0,0,0,Free account
13353,Church on Neal Dr. ,Church,5807 Neal Dr. ,Tampa ,FL,33617,28.0178259,-82.3898967,1,0,0,0,0,0,Free account
13354,Comer Baptist Church,Church,2054 Main St ,Comer,GA,30629,34.0647266,-83.1250378,2,0,0,0,0,0,Free account
13355,Westgate Chapel,Church,22901 Edmonds Way ,Edmonds,WA,98020,47.7916473,-122.3577272,3,5,0,0,0,0,Free account
13356,The Sending Church,Church,1002 Castle St ,Wilmington,NC,28401,34.2284375,-77.9355359,4,5,1,0,0,1,Free account
13357,Lexington Baptist Church,Church,103 West Church St ,Lexington,GA,30648,33.8705759,-83.1106174,1,80,0,0,0,0,Free account
13358,First Baptist Church,Church,3300 Fairlawn Dr ,Columbus,IN,47203,39.2333773,-85.8719313,1,98,0,0,0,0,Free account
13359,Joyce Bible Church,Church,50470 WA-112 ,Port Angeles,WA,98363,48.1367959,-123.7430321,1,0,0,0,0,0,Free account
13360,House of Hope Church,Church,7184 S Church Rd ,Lake Nebagamon,WI,54849,46.5037117,-91.7420373,1,85,0,0,0,0,Free account
13361,Greater Philly Church,Church,623 Manchester Ave ,Media,PA,19063,39.9101359,-75.3865249,5,5370,14,0,0,3,Free account
13362,Midway Baptist Church,Church,4511 FM660 ,Ferris,TX,75125,32.5059374,-96.6047447,5,3538,0,0,0,0,Free account
13363,Osborn Baptist Church,Church,331 Clinton St ,Osborn,MO,64474,39.7513038,-94.3565153,1,584,5,0,0,1,Free account
13364,Trinity Church San Francisco,Church,25 Russia Ave ,San Fransisco,CA,94112,37.7214225,-122.4366318,2,1824,0,0,0,0,Free account
13365,Grace United Methodist Church,Church,499 N Country Club Rd ,Lake Mary,FL,32746,28.770742,-81.3215815,3,51,1,0,0,1,Free account
13366,Convergence Church at WFCF,Church,5636 W Fork Rd ,Cincinnati,OH,45247,39.1962279,-84.6314641,3,220,2,0,0,0,Free account
13367,First Baptist Church of Rogers - Pleasant Grove,Association,3364 W Pleasant Grove Rd ,Rogers,AR,72758,36.279974,-94.16679,13,9828,376,4,2,365,Free account
13368,River of Life Assembly of God,Church,1903 ND-20 ,Devils Lake,ND,58301,48.0892868,-98.8773211,38,14873,46,6,1,14,Free account
13369,BridgePoint Church,Church,PO Box 777,Knightdale,NC,27545,35.7940547,-78.4899893,5,724,3,2,0,7,Free account
13370,United Pentecostal Church,Church,949 South End Rd ,Oregon City,OR,97045,45.3399111,-122.6225217,5,941,30,0,0,17,Free account
13371,Agape Love Ministries,Church,8050 Reading Rd ,Cincinnati,OH,45237,39.2074103,-84.4491868,1,5,0,0,0,0,Free account
13372,CROSSPOINT CHURCH,Church,27430 W Nippersink Rd ,Ingleside,IL,60041,42.3729736,-88.1675908,1,4,0,0,0,0,Free account
13373,Sunshine Baptist Church,Church,5034 E Sunshine Terrace 3209,Springfield,MO,65809,37.1786582,-93.1887537,6,482,4,0,0,0,Free account
13374,Bethany Baptist Church Sbc,Church,305 E Howell Ave ,Marceline,MO,64658,39.7127515,-92.9473259,1,5,2,0,0,12,Free account
13375,NorthPointe Church,Church,2450 SW Wilshire Blvd ,Burleson,TX,76028,32.5015843,-97.3656976,18,1007,8,0,0,1,Paid account
13376,Transform Church,Church,5885 Quince Rd ,Memphis,TN,38119,35.0883226,-89.8674201,1,0,0,0,0,0,Free account
13377,Dunn Church of God,Church,802 E Godwin St ,Dunn,NC,28334,35.2977499,-78.6055255,0,949,0,0,0,0,Free account
13378,GRACE HOPE AND LOVE PRAYS,Church,14140 Whitcomb St,Detroit,MI,48227,42.3901385,-83.1960675,1,91,51,0,0,53,Free account
13379,United Baptist Church,Church,39 Fayette St ,Concord,NH,03301,43.200914,-71.538683,2,1040,0,0,0,0,Free account
13380,Wingfoot Church,Church,1690 Hillside Terrace ,Akron,OH,44305,41.073407,-81.4643339,4,38,1,0,0,1,Free account
13381,First Baptist Church Summerfield,Church,2300 Scalesville Rd ,Summerfield,NC,27358,36.2115404,-79.9000581,2,20,3,0,0,0,Free account
13382,Fowler Baptist Church,Church,9 Balmat-Fowler Rd ,Gouverneur,NY,13642,44.277982,-75.387659,4,3391,0,0,0,0,Free account
13383,Pleasant Hill United Methodist Church,Church,503 Pleasant Hill Rd ,Maryville,TN,37803,35.7347506,-83.9325563,1,0,0,0,0,0,Free account
13384,Mt. Lebanon Baptist Church,Church,  ,Boston,VA,22713,38.5459569,-78.1303479,12,22291,216,123,28,204,Free account
13385,Church On the Rock,Church,500 SW Eaton Blvd ,Battle Ground,WA,98604,45.7666985,-122.5420336,11,914,2,0,1,2,Free account
13386,Christ Chapel Church,Church,13909 Smoketown Rd ,Woodbridge,VA,22192,38.6467255,-77.300802,156,79456,133,7,10,52,Paid account
13387,Cornerstone Community Church,Church,6324 NC-87 ,Graham,NC,27253,35.9356022,-79.3319427,17,20214,7,0,0,1,Free account
13388,Bethlehem United Methodist Church,Church,1622 Kelly Rd ,Union,SC,29379,34.8060292,-81.5998447,2,92,0,0,0,0,Free account
13389,Element Church,Church,1071 S Broadway St ,Forest City,NC,28043,35.3074389,-81.8579917,3,2104,7,0,0,0,Free account
13390,Valley Vineyard Church,Church,910 Bridgewater Ave ,Chippewa Falls,WI,54729,44.9450375,-91.4159904,5,1953,0,0,0,0,Free account
13391,Hope Church,Church,17401 E Dartmouth Ave ,Aurora,CO,80013,39.6597521,-104.7855505,3,75,0,0,0,0,Free account
13392,Divine Unity Community Church,Church,23 W Broad St Suite 403,Richmond,VA,23241,37.5458014,-77.4428342,1,15,0,0,0,0,Free account
13393,The Greenhouse Miamisburg,Church,1999 Belvo Rd ,Miamisburg,OH,45342,39.6292284,-84.2559381,3,49,3,0,0,0,Free account
13394,International Students Inc,Church,12325 Oracle Blvd Suite 200,Colorado Springs,CO,80921,39.010987,-104.8141329,3,77,2,0,0,0,Free account
13395,Pinal County Cowboy Church,Church,18171 W Hopi Dr ,Casa Grande,AZ,85122,32.9741508,-111.7625721,2,396,0,0,0,0,Free account
13396,Pulse Community Church,Church,629 Farley Street,Waxahachie,TX,75165,32.3948498,-96.833946,1,0,0,0,0,0,Free account
13397,Luther Memorial Church,Church,420 S 4th St ,River Falls,WI,54022,44.854598,-92.621851,23,25356,13,2,1,1,Free account
13398,Loretto United Methodist Church,Church,213 W Commerce St ,Loretto,TN,38469,35.0794449,-87.441597,2,1494,2,0,0,1,Free account
13399,The Edge Community Church,Church,2300 Boynton Ave ,Fairfield,CA,94533,38.2502102,-122.0684216,1,348,0,0,0,0,Free account
13400,Black Oak Baptist Church,Church,14440 Farm To Market Rd 69 ,Como,TX,75431,32.9722467,-95.431066,1,510,0,0,0,0,Free account
13401,San Diego Zone,Association,3830 Ray St,San Diego,CA,92104,32.7479494,-117.1294396,5,904,369,0,0,365,Free account
13402,The Rock Church,Church,2277 Rosecrans St ,San Diego,CA,92106,32.7356227,-117.2188314,5,450,1,0,0,1,Free account
13403,Central Region - San Diego Zone,Association,2277 Rosecrans St,San Diego,CA,92106,32.7356227,-117.2188314,5,904,369,0,0,365,Free account
13404,Christian Life Center,Church,53 Main St ,Leominster,MA,01453,42.5275839,-71.7587756,1,0,0,0,0,0,Free account
13405,The Compass Church - Naperville Campus,Church, Hobson Rd ,Naperville,IL,60540,41.7561487,-88.1046643,7,10,0,0,0,0,Free account
13406,Glensfork Church of Nazarene,Church,7811 KY-55 S,Glens Fork,KY,42741,37.0105918,-85.247062,1,2,0,0,0,0,Free account
13407,Word of Faith Family Church,Church,285 W Central Pkwy ,Altamonte Springs,FL,32714,28.673094,-81.3930296,3,4994,0,3,6,0,Free account
13408,Cornerstone Baptist Church,Church,6273 Miller Rd ,Swartz Creek,MI,48473,42.9683717,-83.8001421,1,0,0,0,0,0,Free account
13409,Calvary Chapel Lake Norman,Church,110 Moose Club Rd ,Statesville,NC,28677,35.727136,-80.8953634,16,6631,9,0,2,51,Free account
13410,Prayer House Assembly,Church,1525 24th Ave ,Kenosha,WI,53140,42.6308631,-87.8372802,1,0,0,0,0,0,Free account
13411,First Baptist Church,Church,101 N 17th St ,Sarcoxie,MO,64862,37.0695311,-94.1314873,1,5,0,0,0,0,Free account
13412,Primera Iglesia Bautista,Church,1710 N Church Ave ,Tyler,TX,75702,32.3679051,-95.2971329,1,337,3,0,0,4,Free account
13413,RCCG The Gatekeepers,Church,2027 Box Rd ,Columbus,GA,31907,32.4827281,-84.9371809,1,11,0,0,0,0,Free account
13414,Sardis Baptist Church,Church,392 Sardis Cir ,Canton,GA,30114,34.3020148,-84.5150681,1,229,0,0,0,0,Free account
13415,First Baptist Church-Riverview,Church,8626 US-301 ,Riverview,FL,33578,27.8660643,-82.3258432,18,14902,13,1,0,1,Free account
13416,Pleasant View Missionary Church,Church,5231 Gettysburg-Pitsburg Rd ,Greenville,OH,45331,40.07129,-84.489407,3,86,13,0,0,1,Free account
13417,Iglesia Bautista La Vid,Church,1336 Cavender Dr ,Hurst,TX,76053,32.8354476,-97.1733621,6,139,2,0,0,2,Free account
13418,Galilee Baptist Church,Church, LA-64 ,Zachary,LA,70791,30.63433,-91.0617412,14,855,11,0,0,14,Free account
13419,The Freeport Church of God,Association,580 Babylon Turnpike ,Freeport,NY,11520,40.6677072,-73.5747311,3,1544,368,0,0,364,Free account
13420,Crosby Assembly of God,Church,401 Main St S ,Crosby,ND,58730,48.9100326,-103.2958288,1,1,0,0,0,0,Free account
13421,FIRST APOSTOLIC CHURCH,Church,22709 State St ,Steger,IL,60475,41.4765866,-87.6156302,5,1009,2,2,2,4,Free account
13422,South Bay Community Church,Church,47385 Warm Springs Blvd ,Fremont,CA,94539,37.4820892,-121.9255638,1,37,0,0,0,0,Free account
13423,Antioch Church of Long Beach,Church,350 Pine Ave ,Long Beach,CA,90802,33.7715021,-118.1920306,2,130,0,0,0,0,Free account
13424,Primera Iglesia Bautista,Church,201 Freetown Rd ,Grand Prairie,TX,75051,32.712859,-97.004965,3,1328,4,0,0,0,Free account
13425,"Dalesburg Baptist Church Beresford, SD",Church,30503 466th Ave ,Beresford,SD,57004,42.9677717,-96.8851002,1,0,0,0,0,0,Free account
13426,Dennis Parish Ministries,Association,14424 Allendale Lane,Conroe,TX,77302,30.2048067,-95.3561136,2,3991,1073,0,0,365,Free account
13427,Mt Carmel Baptist Church,Church,8645 Kenwood Rd ,Cincinnati,OH,45242,39.2149905,-84.3795442,13,1412,0,0,0,1,Free account
13428,Cross Road Baptist Church,Church,2649 New Cut Rd ,Greenbrier,TN,37073,36.441822,-86.868527,3,31,0,0,0,0,Free account
13429,Calvary Baptist Church,Church,3905 8th St ,Meridian,MS,39307,32.3644526,-88.7174123,5,5027,0,0,0,0,Free account
13430,Fellowship Reformed Church,Church,2165 W Lakewood Blvd ,Holland,MI,49424,42.8067283,-86.1985473,22,9441,14,0,0,8,Free account
13431,Crossroads Church Oakley,Church,3500 Madison Rd ,Cincinnati,OH,45209,39.1594083,-84.4233345,13,1792,26,0,8,9,Free account
13432,Calvary Baptist Church,Church,20211 TX-274 ,Kemp,TX,75143,32.3554782,-96.2385795,2,0,0,0,0,0,Free account
13433,South Point Baptist Church,Church,124 Horsley Ave ,Belmont,NC,28012,35.2157368,-81.0366625,5,10713,38,0,1,4,Free account
13434,Bethesda United Methodist Church,Church,116 E Main St ,Middletown,DE,19709,39.4496322,-75.7140247,1,15,0,0,0,0,Free account
13435,Antioch Church,Church,5201 Antioch Rd ,Overland Park,KS,66202,39.0332363,-94.6854936,11,8697,3,0,0,0,Paid account
13436,The Bridge Church,Church,1249 N Lindsay Rd ,Gilbert,AZ,85234,33.3727261,-111.7730642,1,633,0,0,0,0,Free account
13437,Maye River Baptist Church,Church,3507 Okatie Hwy ,Bluffton,SC,29909,32.2466158,-80.9760988,1,214,0,0,0,0,Free account
13438,BRAVE Church,Church,3800 E Hampden Ave ,Englewood,CO,80113,39.6523374,-104.9440948,14,844,3,0,0,9,Free account
13439,Baptist Church Casa De Dios,Church,16305 Westheimer Rd # 108,Houston,TX,77082,29.7182308,-95.672666,1,424,0,0,0,0,Free account
13440,Shady Grove Baptist Church,Church,6649 Precinct Line Rd ,Fort Worth,TX,76182,32.8674468,-97.1869459,1,5,0,0,0,0,Free account
13441,Seven Lakes Baptist Church,Church,17007 E Lake Goodwin Rd ,Stanwood,WA,98292,48.150565,-122.283259,2,10,0,0,0,0,Free account
13442,Iglesia Casa El Man,Church,3063 Enterprise Rd Suite 14,Deltona,FL,32738,28.8900813,-81.2801387,3,275,0,0,0,0,Free account
13443,Cross Point Perry,Church,645 Perry Pkwy ,Perry,GA,31069,32.4878616,-83.7513885,29,7601,16,6,2,31,Free account
13444,Newbridge Church,Church,57 Kahdena Rd ,Morristown,NJ,07960,40.8045989,-74.5062329,1,15,0,0,0,0,Free account
13445,New Life Baptist Church,Church,2515 S 10th St ,Independence,KS,67301,37.1950391,-95.7111524,2,125,2,0,0,0,Free account
13446,NORTHWOODS VINEYARD CHURCH,Church,418 KAPHAEM RD,Tomahawk,WI,54487,45.4660758,-89.6986004,24,20391,117,2,3,29,Paid account
13447,Pinecrest Baptist Church,Church,5660 FM1122 ,Silsbee,TX,77656,30.398993,-94.221679,30,8247,19,0,0,11,Free account
13448,Emmanuel Baptist Church,Church,1819 Hill Ave ,Fort Myers,FL,33901,26.6100065,-81.8757927,2,37,1,0,1,0,Free account
13449,Perry Road Baptist Church,Church,150 Perry Rd ,Saratoga Springs,NY,12866,43.1134019,-73.7360448,2,690,0,0,0,0,Free account
13450,West Conroe Baptist Church,Church,1855 Longmire Rd ,Conroe,TX,77304,30.3327014,-95.4911377,16,1286,40,0,0,43,Paid account
13451,Bethel Church,Church,2702 30th Ave S ,Fargo,ND,58103,46.8349659,-96.8240097,12,8404,31,2,0,9,Paid account
13452,Ministerio Apostolico Avance Misionero,Church,1105 Cave Ave ,Holly Hill,FL,32117,29.2442805,-81.0468257,1,0,0,0,0,0,Free account
13453,Town Center Church,Church,218 E Main St ,Mooresville,IN,46158,39.6130823,-86.3692201,10,12749,5,0,0,0,Free account
13454,Faith Baptist Church,Church,5600 Camp Robinson Rd ,North Little Rock,AR,72118,34.8073133,-92.2656747,4,109,0,0,0,1,Free account
13455,Ethnos Bible Church,Church,1320 Holly Dr ,Richardson,TX,75080,32.9569341,-96.7642304,2,62,2,0,0,0,Free account
13456,Shining Light Baptist Church,Church,5210 NW Melba Drive,Topeka,KS,66618,39.1401841,-95.7263005,1,100,1,0,0,4,Free account
13457,Calvary Baptist Church,Church,1600 Harvey St ,McAllen,TX,78501,26.2301502,-98.232755,0,6,1,0,0,1,Free account
13458,Pitsburg Church of Brethren,Church,8376 Pitsburg-Laura Rd ,Arcanum,OH,45304,39.9918403,-84.4920501,1,90,0,0,0,0,Free account
13459,Crystal Valley Missionary Church,Church,233 US-20 ,Middlebury,IN,46540,41.6644714,-85.723703,2,107,0,0,0,0,Free account
