name,status,length,kids,age,gender
Strong,married,eleven_to_twenty,adult_children,to_fifty,male
Broken,married,eleven_to_twenty,adult_children,to_fifty,male
Thriving,married,eleven_to_twenty,adult_children,to_seventy,male
Broken,married,eleven_to_twenty,adult_children,to_sixty,male
Broken,married,eleven_to_twenty,adult_children,to_sixty,male
Thriving,married,eleven_to_twenty,adult_children,to_sixty,male
Steady,married,eleven_to_twenty,kids_none,to_forty,male
Strong,married,eleven_to_twenty,kids_none,to_forty,male
Strong,married,eleven_to_twenty,kids_none,to_forty,male
Strong,married,eleven_to_twenty,kids_none,to_forty,male
Strong,married,eleven_to_twenty,kids_none,to_forty,male
Strong,married,eleven_to_twenty,kids_none,to_forty,male
Strong,married,eleven_to_twenty,kids_none,to_forty,male
Strong,married,eleven_to_twenty,kids_none,to_forty,male
Strong,married,eleven_to_twenty,kids_none,to_forty,male
Strong,married,eleven_to_twenty,kids_none,to_forty,male
Steady,married,eleven_to_twenty,kids_none,to_thirty,male
Steady,married,eleven_to_twenty,kids_none,to_thirty,male
Steady,married,eleven_to_twenty,kids_none,to_thirty,male
Reliable,married,eleven_to_twenty,kids_none,to_thirty,male
Detached,married,eleven_to_twenty,kids_none,to_thirty,male
Frayed,married,eleven_to_twenty,kids_none,to_thirty,male
Frayed,married,eleven_to_twenty,kids_none,to_thirty,male
Frayed,married,eleven_to_twenty,kids_none,to_thirty,male
Fickle,married,eleven_to_twenty,kids_none,to_thirty,male
Fickle,married,eleven_to_twenty,kids_none,to_thirty,male
Fickle,married,eleven_to_twenty,kids_none,to_thirty,male
Fickle,married,eleven_to_twenty,kids_none,to_thirty,female
Shallow,married,eleven_to_twenty,kids_none,to_thirty,female
Shallow,married,eleven_to_twenty,kids_none,to_thirty,female
Shallow,married,eleven_to_twenty,kids_none,to_thirty,female
Shallow,married,eleven_to_twenty,kids_none,to_thirty,female
Shallow,married,eleven_to_twenty,kids_none,to_thirty,female
Shallow,married,eleven_to_twenty,kids_none,to_thirty,female
Strong,married,eleven_to_twenty,kids_to_fifth,to_fifty,female
Broken,married,eleven_to_twenty,kids_to_fifth,to_fifty,female
Broken,married,eleven_to_twenty,kids_to_fifth,to_fifty,female
Broken,married,eleven_to_twenty,kids_to_fifth,to_fifty,female
Estranged,married,eleven_to_twenty,kids_to_fifth,to_fifty,female
Estranged,married,eleven_to_twenty,kids_to_fifth,to_fifty,female
Thriving,married,eleven_to_twenty,kids_to_fifth,to_fifty,female
Thriving,married,eleven_to_twenty,kids_to_fifth,to_fifty,female
Thriving,married,eleven_to_twenty,kids_to_fifth,to_fifty,female
Thriving,married,eleven_to_twenty,kids_to_fifth,to_fifty,female
Detached,married,eleven_to_twenty,kids_to_fifth,to_forty,female
Detached,married,eleven_to_twenty,kids_to_fifth,to_forty,female
Hopeful,married,eleven_to_twenty,kids_to_fifth,to_forty,female
Hopeful,married,eleven_to_twenty,kids_to_fifth,to_forty,female
Hopeful,married,eleven_to_twenty,kids_to_fifth,to_forty,female
Hopeful,married,eleven_to_twenty,kids_to_fifth,to_forty,female
Hopeful,married,eleven_to_twenty,kids_to_fifth,to_forty,female
Fickle,married,eleven_to_twenty,kids_to_fifth,to_forty,female
Fickle,married,eleven_to_twenty,kids_to_fifth,to_forty,male
Strong,married,eleven_to_twenty,kids_to_fifth,to_forty,male
Strong,married,eleven_to_twenty,kids_to_fifth,to_forty,male
Thriving,married,eleven_to_twenty,kids_to_fifth,to_forty,male
Thriving,married,eleven_to_twenty,kids_to_fifth,to_forty,male
Thriving,married,eleven_to_twenty,kids_to_fifth,to_forty,male
Thriving,married,eleven_to_twenty,kids_to_fifth,to_forty,male
Steady,married,eleven_to_twenty,kids_to_fifth,to_thirty,male
Reliable,married,eleven_to_twenty,kids_to_fifth,to_thirty,male
Reliable,married,eleven_to_twenty,kids_to_fifth,to_thirty,male
Reliable,married,eleven_to_twenty,kids_to_fifth,to_thirty,male
Reliable,married,eleven_to_twenty,kids_to_fifth,to_thirty,male
Detached,married,eleven_to_twenty,kids_to_fifth,to_thirty,male
Thriving,married,eleven_to_twenty,kids_to_fifth,to_thirty,male
Detached,married,eleven_to_twenty,kids_to_twelfth,to_forty,male
Shallow,married,eleven_to_twenty,kids_under_five,to_forty,male
Shallow,married,eleven_to_twenty,kids_under_five,to_forty,male
Shallow,married,eleven_to_twenty,kids_under_five,to_forty,male
Shallow,married,eleven_to_twenty,kids_under_five,to_forty,male
Shallow,married,eleven_to_twenty,kids_under_five,to_forty,male
Shallow,married,eleven_to_twenty,kids_under_five,to_forty,male
Shallow,married,eleven_to_twenty,kids_under_five,to_forty,male
Shallow,married,eleven_to_twenty,kids_under_five,to_forty,male
Frayed,married,eleven_to_twenty,kids_under_five,to_thirty,male
Frayed,married,eleven_to_twenty,kids_under_five,to_thirty,male
Fickle,married,eleven_to_twenty,kids_under_five,to_thirty,male
Estranged,married,eleven_to_twenty,kids_under_five,to_thirty,male
Estranged,married,eleven_to_twenty,kids_under_five,to_thirty,male
Estranged,married,eleven_to_twenty,kids_under_five,to_thirty,male
Strong,married,over_thirty,adult_children,to_seventy,male
Strong,married,over_thirty,adult_children,to_seventy,male
Frayed,married,over_thirty,adult_children,to_sixty,male
Frayed,married,over_thirty,adult_children,to_sixty,female
Frayed,married,over_thirty,adult_children,to_sixty,female
Steady,married,over_thirty,kids_none,to_fifty,female
Steady,married,over_thirty,kids_none,to_fifty,female
Steady,married,over_thirty,kids_none,to_fifty,female
Steady,married,over_thirty,kids_none,to_fifty,female
Steady,married,over_thirty,kids_none,to_fifty,female
Reliable,married,over_thirty,kids_none,to_fifty,female
Reliable,married,over_thirty,kids_none,to_fifty,female
Reliable,married,over_thirty,kids_none,to_fifty,female
Reliable,married,over_thirty,kids_none,to_fifty,female
Reliable,married,over_thirty,kids_none,to_fifty,female
Reliable,married,over_thirty,kids_none,to_fifty,female
Reliable,married,over_thirty,kids_none,to_fifty,female
Reliable,married,over_thirty,kids_none,to_fifty,female
Reliable,married,over_thirty,kids_none,to_fifty,female
Reliable,married,over_thirty,kids_none,to_fifty,female
Tentative,married,over_thirty,kids_none,to_fifty,female
Tentative,married,over_thirty,kids_none,to_fifty,male
Tentative,married,over_thirty,kids_none,to_fifty,male
Tentative,married,over_thirty,kids_none,to_fifty,male
Detached,married,over_thirty,kids_none,to_fifty,male
Detached,married,over_thirty,kids_none,to_fifty,male
Detached,married,over_thirty,kids_none,to_fifty,male
Detached,married,over_thirty,kids_none,to_fifty,male
Detached,married,over_thirty,kids_none,to_fifty,male
Detached,married,over_thirty,kids_none,to_fifty,male
Detached,married,over_thirty,kids_none,to_fifty,male
Detached,married,over_thirty,kids_none,to_fifty,male
Detached,married,over_thirty,kids_none,to_fifty,male
Detached,married,over_thirty,kids_none,to_fifty,male
Detached,married,over_thirty,kids_none,to_fifty,male
Detached,married,over_thirty,kids_none,to_fifty,male
Detached,married,over_thirty,kids_none,to_fifty,male
Strong,married,over_thirty,kids_none,to_fifty,male
Strong,married,over_thirty,kids_none,to_fifty,male
Strong,married,over_thirty,kids_none,to_fifty,male
Strong,married,over_thirty,kids_none,to_fifty,male
Strong,married,over_thirty,kids_none,to_fifty,male
Strong,married,over_thirty,kids_none,to_fifty,male
Strong,married,over_thirty,kids_none,to_fifty,male
Strong,married,over_thirty,kids_none,to_fifty,male
Strong,married,over_thirty,kids_none,to_fifty,male
Strong,married,over_thirty,kids_none,to_fifty,male
Strong,married,over_thirty,kids_none,to_fifty,male
Strong,married,over_thirty,kids_none,to_fifty,male
Estranged,married,over_thirty,kids_none,to_fifty,male
Estranged,married,over_thirty,kids_none,to_fifty,male
Estranged,married,over_thirty,kids_none,to_fifty,male
Estranged,married,over_thirty,kids_none,to_fifty,male
Estranged,married,over_thirty,kids_none,to_fifty,male
Estranged,married,over_thirty,kids_none,to_fifty,male
Shallow,married,over_thirty,kids_none,to_fifty,male
Shallow,married,over_thirty,kids_none,to_fifty,male
Shallow,married,over_thirty,kids_none,to_fifty,male
Shallow,married,over_thirty,kids_none,to_fifty,male
Shallow,married,over_thirty,kids_none,to_fifty,male
Shallow,married,over_thirty,kids_none,to_fifty,male
Shallow,married,over_thirty,kids_none,to_fifty,male
Shallow,married,over_thirty,kids_none,to_fifty,male
Reliable,married,over_thirty,kids_none,to_seventy,male
Reliable,married,over_thirty,kids_none,to_seventy,male
Reliable,married,over_thirty,kids_none,to_sixty,male
Reliable,married,over_thirty,kids_none,to_sixty,female
Reliable,married,over_thirty,kids_none,to_sixty,female
Hopeful,married,over_thirty,kids_none,to_sixty,female
Hopeful,married,over_thirty,kids_none,to_sixty,female
Hopeful,married,over_thirty,kids_none,to_sixty,female
Hopeful,married,over_thirty,kids_none,to_sixty,female
Hopeful,married,over_thirty,kids_none,to_sixty,female
Hopeful,married,over_thirty,kids_none,to_sixty,female
Stuck,married,over_thirty,kids_none,to_sixty,female
Stuck,married,over_thirty,kids_none,to_sixty,female
Stuck,married,over_thirty,kids_none,to_sixty,female
Fickle,married,over_thirty,kids_none,to_sixty,female
Fickle,married,over_thirty,kids_none,to_sixty,female
Fickle,married,over_thirty,kids_none,to_sixty,female
Fickle,married,over_thirty,kids_none,to_sixty,female
Fickle,married,over_thirty,kids_none,to_sixty,female
Strong,married,over_thirty,kids_none,to_sixty,female
Strong,married,over_thirty,kids_none,to_sixty,female
Reliable,married,over_thirty,kids_to_fifth,to_fifty,female
Reliable,married,over_thirty,kids_to_fifth,to_fifty,male
Reliable,married,over_thirty,kids_to_fifth,to_fifty,male
Tentative,married,over_thirty,kids_to_fifth,to_fifty,male
Strong,married,over_thirty,kids_to_fifth,to_fifty,male
Strong,married,over_thirty,kids_to_fifth,to_fifty,male
Strong,married,over_thirty,kids_to_fifth,to_fifty,male
Strong,married,over_thirty,kids_to_fifth,to_fifty,male
Strong,married,over_thirty,kids_to_fifth,to_fifty,male
Strong,married,over_thirty,kids_to_fifth,to_fifty,male
Strong,married,over_thirty,kids_to_fifth,to_fifty,male
Detached,married,over_thirty,kids_to_twelfth,to_fifty,male
Detached,married,over_thirty,kids_to_twelfth,to_fifty,male
Detached,married,over_thirty,kids_to_twelfth,to_fifty,male
Detached,married,over_thirty,kids_to_twelfth,to_fifty,male
Frayed,married,over_thirty,kids_to_twelfth,to_fifty,male
Frayed,married,over_thirty,kids_to_twelfth,to_fifty,male
Frayed,married,over_thirty,kids_to_twelfth,to_fifty,male
Frayed,married,over_thirty,kids_to_twelfth,to_fifty,male
Frayed,married,over_thirty,kids_to_twelfth,to_fifty,male
Strong,married,over_thirty,kids_to_twelfth,to_fifty,male
Strong,married,over_thirty,kids_to_twelfth,to_fifty,male
Strong,married,over_thirty,kids_to_twelfth,to_fifty,male
Strong,married,over_thirty,kids_to_twelfth,to_fifty,male
Strong,married,over_thirty,kids_to_twelfth,to_fifty,male
Strong,married,over_thirty,kids_to_twelfth,to_fifty,male
Strong,married,over_thirty,kids_to_twelfth,to_fifty,male
Strong,married,over_thirty,kids_to_twelfth,to_fifty,male
Strong,married,over_thirty,kids_to_twelfth,to_fifty,female
Strong,married,over_thirty,kids_to_twelfth,to_fifty,female
Strong,married,over_thirty,kids_to_twelfth,to_fifty,female
Strong,married,over_thirty,kids_to_twelfth,to_fifty,female
Strong,married,over_thirty,kids_to_twelfth,to_fifty,female
Broken,married,over_thirty,kids_to_twelfth,to_fifty,female
Broken,married,over_thirty,kids_to_twelfth,to_fifty,female
Broken,married,over_thirty,kids_to_twelfth,to_fifty,female
Estranged,married,over_thirty,kids_to_twelfth,to_fifty,female
Estranged,married,over_thirty,kids_to_twelfth,to_fifty,female
Estranged,married,over_thirty,kids_to_twelfth,to_fifty,female
Estranged,married,over_thirty,kids_to_twelfth,to_fifty,female
Estranged,married,over_thirty,kids_to_twelfth,to_fifty,female
Estranged,married,over_thirty,kids_to_twelfth,to_fifty,female
Estranged,married,over_thirty,kids_to_twelfth,to_fifty,female
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,female
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,female
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,female
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,female
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,female
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,female
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,over_thirty,kids_to_twelfth,to_fifty,male
Shallow,married,over_thirty,kids_to_twelfth,to_fifty,female
Shallow,married,over_thirty,kids_to_twelfth,to_fifty,female
Shallow,married,over_thirty,kids_to_twelfth,to_fifty,female
Shallow,married,over_thirty,kids_to_twelfth,to_fifty,female
Shallow,married,over_thirty,kids_to_twelfth,to_fifty,female
Shallow,married,over_thirty,kids_to_twelfth,to_fifty,female
Shallow,married,over_thirty,kids_to_twelfth,to_fifty,female
Shallow,married,over_thirty,kids_to_twelfth,to_fifty,female
Shallow,married,over_thirty,kids_to_twelfth,to_fifty,female
Shallow,married,over_thirty,kids_to_twelfth,to_fifty,female
Shallow,married,over_thirty,kids_to_twelfth,to_fifty,female
Steady,married,over_thirty,kids_under_five,to_fifty,female
Steady,married,over_thirty,kids_under_five,to_fifty,female
Steady,married,over_thirty,kids_under_five,to_fifty,female
Steady,married,over_thirty,kids_under_five,to_fifty,female
Steady,married,over_thirty,kids_under_five,to_fifty,female
Strong,married,over_thirty,kids_under_five,to_fifty,female
Thriving,married,over_thirty,kids_under_five,to_fifty,female
Thriving,married,over_thirty,kids_under_five,to_fifty,female
Thriving,married,over_thirty,kids_under_five,to_fifty,female
Steady,married,six_to_ten,adult_children,to_fifty,male
Reliable,married,six_to_ten,kids_none,to_thirty,male
Detached,married,six_to_ten,kids_none,to_thirty,male
Frayed,married,six_to_ten,kids_none,to_thirty,male
Frayed,married,six_to_ten,kids_none,to_thirty,male
Fickle,married,six_to_ten,kids_none,to_thirty,male
Strong,married,six_to_ten,kids_none,to_thirty,male
Shallow,married,six_to_ten,kids_none,to_thirty,male
Shallow,married,six_to_ten,kids_none,to_thirty,male
Detached,married,six_to_ten,kids_to_fifth,to_forty,male
Detached,married,six_to_ten,kids_to_fifth,to_forty,male
Detached,married,six_to_ten,kids_to_fifth,to_forty,male
Hopeful,married,six_to_ten,kids_to_fifth,to_forty,male
Fickle,married,six_to_ten,kids_to_fifth,to_forty,male
Fickle,married,six_to_ten,kids_to_fifth,to_forty,male
Broken,married,six_to_ten,kids_to_fifth,to_forty,male
Reliable,married,six_to_ten,kids_to_fifth,to_thirty,male
Reliable,married,six_to_ten,kids_to_fifth,to_thirty,male
Reliable,married,six_to_ten,kids_to_twelfth,to_forty,male
Hopeful,married,six_to_ten,kids_under_five,to_thirty,male
Strong,married,six_to_ten,kids_under_five,to_thirty,male
Strong,married,six_to_ten,kids_under_five,to_thirty,male
Strong,married,six_to_ten,kids_under_five,to_thirty,male
Strong,married,six_to_ten,kids_under_five,to_thirty,male
Strong,married,six_to_ten,kids_under_five,to_thirty,male
Strong,married,six_to_ten,kids_under_five,to_thirty,male
Strong,married,six_to_ten,kids_under_five,to_thirty,male
Estranged,married,six_to_ten,kids_under_five,to_thirty,male
Thriving,married,six_to_ten,kids_under_five,to_thirty,male
Thriving,married,six_to_ten,kids_under_five,to_thirty,male
Shallow,married,six_to_ten,kids_under_five,to_thirty,male
Steady,married,three_to_five,adult_children,to_fifty,male
Tentative,married,three_to_five,adult_children,to_fifty,male
Strong,married,three_to_five,kids_none,to_forty,female
Thriving,married,three_to_five,kids_none,to_forty,female
Thriving,married,three_to_five,kids_none,to_forty,female
Stuck,married,three_to_five,kids_none,to_thirty,female
Stuck,married,three_to_five,kids_none,to_thirty,female
Stuck,married,three_to_five,kids_none,to_thirty,female
Stuck,married,three_to_five,kids_none,to_thirty,female
Stuck,married,three_to_five,kids_none,to_thirty,female
Reliable,married,three_to_five,kids_none,to_twentyfour,female
Tentative,married,three_to_five,kids_none,to_twentyfour,female
Detached,married,three_to_five,kids_none,to_twentyfour,female
Detached,married,three_to_five,kids_none,to_twentyfour,female
Detached,married,three_to_five,kids_none,to_twentyfour,female
Detached,married,three_to_five,kids_none,to_twentyfour,female
Stuck,married,three_to_five,kids_none,to_twentyfour,female
Stuck,married,three_to_five,kids_none,to_twentyfour,female
Stuck,married,three_to_five,kids_none,to_twentyfour,female
Stuck,married,three_to_five,kids_none,to_twentyfour,female
Stuck,married,three_to_five,kids_none,to_twentyfour,female
Tentative,married,three_to_five,kids_none,under_eighteen,female
Tentative,married,three_to_five,kids_none,under_eighteen,female
Tentative,married,three_to_five,kids_none,under_eighteen,female
Reliable,married,three_to_five,kids_to_fifth,to_thirty,female
Detached,married,three_to_five,kids_to_fifth,to_thirty,female
Detached,married,three_to_five,kids_to_fifth,to_thirty,female
Detached,married,three_to_five,kids_to_fifth,to_thirty,female
Hopeful,married,three_to_five,kids_to_fifth,to_thirty,female
Hopeful,married,three_to_five,kids_to_fifth,to_thirty,female
Hopeful,married,three_to_five,kids_to_fifth,to_thirty,female
Hopeful,married,three_to_five,kids_to_fifth,to_thirty,female
Fickle,married,three_to_five,kids_under_five,to_fifty,female
Fickle,married,three_to_five,kids_under_five,to_fifty,female
Strong,married,three_to_five,kids_under_five,to_fifty,female
Reliable,married,three_to_five,kids_under_five,to_forty,female
Reliable,married,three_to_five,kids_under_five,to_forty,female
Reliable,married,three_to_five,kids_under_five,to_forty,female
Reliable,married,three_to_five,kids_under_five,to_forty,female
Stuck,married,three_to_five,kids_under_five,to_forty,female
Stuck,married,three_to_five,kids_under_five,to_forty,female
Strong,married,three_to_five,kids_under_five,to_forty,male
Strong,married,three_to_five,kids_under_five,to_forty,male
Strong,married,three_to_five,kids_under_five,to_forty,male
Estranged,married,three_to_five,kids_under_five,to_forty,male
Strong,married,three_to_five,kids_under_five,to_thirty,male
Strong,married,three_to_five,kids_under_five,to_thirty,male
Strong,married,three_to_five,kids_under_five,to_thirty,male
Strong,married,three_to_five,kids_under_five,to_thirty,male
Strong,married,three_to_five,kids_under_five,to_thirty,male
Strong,married,three_to_five,kids_under_five,to_thirty,male
Strong,married,three_to_five,kids_under_five,to_thirty,male
Strong,married,three_to_five,kids_under_five,to_thirty,male
Strong,married,three_to_five,kids_under_five,to_thirty,male
Reliable,married,three_to_five,kids_under_five,to_twentyfour,male
Tentative,married,twentyone_to_thirty,adult_children,to_fifty,male
Tentative,married,twentyone_to_thirty,adult_children,to_fifty,male
Hopeful,married,twentyone_to_thirty,adult_children,to_fifty,male
Hopeful,married,twentyone_to_thirty,adult_children,to_fifty,male
Frayed,married,twentyone_to_thirty,adult_children,to_fifty,male
Fickle,married,twentyone_to_thirty,adult_children,to_fifty,male
Fickle,married,twentyone_to_thirty,adult_children,to_fifty,male
Strong,married,twentyone_to_thirty,adult_children,to_fifty,male
Strong,married,twentyone_to_thirty,adult_children,to_fifty,male
Strong,married,twentyone_to_thirty,adult_children,to_fifty,male
Strong,married,twentyone_to_thirty,adult_children,to_fifty,male
Strong,married,twentyone_to_thirty,adult_children,to_fifty,male
Strong,married,twentyone_to_thirty,adult_children,to_fifty,male
Strong,married,twentyone_to_thirty,adult_children,to_fifty,male
Strong,married,twentyone_to_thirty,adult_children,to_fifty,male
Thriving,married,twentyone_to_thirty,adult_children,to_seventy,male
Thriving,married,twentyone_to_thirty,adult_children,to_seventy,male
Thriving,married,twentyone_to_thirty,adult_children,to_seventy,male
Thriving,married,twentyone_to_thirty,adult_children,to_seventy,male
Thriving,married,twentyone_to_thirty,adult_children,to_seventy,male
Thriving,married,twentyone_to_thirty,adult_children,to_seventy,male
Thriving,married,twentyone_to_thirty,adult_children,to_seventy,male
Thriving,married,twentyone_to_thirty,adult_children,to_seventy,male
Shallow,married,twentyone_to_thirty,adult_children,to_seventy,male
Shallow,married,twentyone_to_thirty,adult_children,to_seventy,male
Shallow,married,twentyone_to_thirty,adult_children,to_seventy,male
Shallow,married,twentyone_to_thirty,adult_children,to_seventy,male
Shallow,married,twentyone_to_thirty,adult_children,to_seventy,male
Shallow,married,twentyone_to_thirty,adult_children,to_seventy,male
Strong,married,twentyone_to_thirty,adult_children,to_sixty,male
Strong,married,twentyone_to_thirty,adult_children,to_sixty,female
Strong,married,twentyone_to_thirty,adult_children,to_sixty,female
Broken,married,twentyone_to_thirty,adult_children,to_sixty,female
Broken,married,twentyone_to_thirty,adult_children,to_sixty,female
Broken,married,twentyone_to_thirty,adult_children,to_sixty,female
Broken,married,twentyone_to_thirty,adult_children,to_sixty,female
Broken,married,twentyone_to_thirty,adult_children,to_sixty,female
Broken,married,twentyone_to_thirty,adult_children,to_sixty,female
Broken,married,twentyone_to_thirty,adult_children,to_sixty,female
Broken,married,twentyone_to_thirty,adult_children,to_sixty,female
Estranged,married,twentyone_to_thirty,adult_children,to_sixty,female
Estranged,married,twentyone_to_thirty,adult_children,to_sixty,female
Estranged,married,twentyone_to_thirty,adult_children,to_sixty,female
Estranged,married,twentyone_to_thirty,adult_children,to_sixty,female
Estranged,married,twentyone_to_thirty,adult_children,to_sixty,female
Thriving,married,twentyone_to_thirty,adult_children,to_sixty,female
Steady,married,twentyone_to_thirty,kids_none,to_fifty,female
Reliable,married,twentyone_to_thirty,kids_none,to_fifty,female
Reliable,married,twentyone_to_thirty,kids_none,to_fifty,female
Reliable,married,twentyone_to_thirty,kids_none,to_fifty,female
Reliable,married,twentyone_to_thirty,kids_none,to_fifty,female
Reliable,married,twentyone_to_thirty,kids_none,to_fifty,female
Reliable,married,twentyone_to_thirty,kids_none,to_fifty,female
Reliable,married,twentyone_to_thirty,kids_none,to_fifty,female
Reliable,married,twentyone_to_thirty,kids_none,to_fifty,female
Reliable,married,twentyone_to_thirty,kids_none,to_fifty,female
Reliable,married,twentyone_to_thirty,kids_none,to_fifty,female
Detached,married,twentyone_to_thirty,kids_none,to_fifty,female
Detached,married,twentyone_to_thirty,kids_none,to_fifty,female
Stuck,married,twentyone_to_thirty,kids_none,to_fifty,female
Stuck,married,twentyone_to_thirty,kids_none,to_fifty,female
Frayed,married,twentyone_to_thirty,kids_none,to_fifty,female
Frayed,married,twentyone_to_thirty,kids_none,to_fifty,male
Fickle,married,twentyone_to_thirty,kids_none,to_fifty,male
Fickle,married,twentyone_to_thirty,kids_none,to_fifty,male
Fickle,married,twentyone_to_thirty,kids_none,to_fifty,male
Fickle,married,twentyone_to_thirty,kids_none,to_fifty,male
Fickle,married,twentyone_to_thirty,kids_none,to_fifty,male
Strong,married,twentyone_to_thirty,kids_none,to_fifty,male
Strong,married,twentyone_to_thirty,kids_none,to_fifty,male
Steady,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Steady,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Reliable,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Reliable,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Reliable,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Reliable,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Reliable,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Tentative,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Tentative,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Tentative,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Tentative,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Strong,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Strong,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Strong,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Strong,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Strong,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Strong,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Strong,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Strong,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Estranged,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Estranged,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Shallow,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Shallow,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Shallow,married,twentyone_to_thirty,kids_to_fifth,to_fifty,male
Tentative,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Detached,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Detached,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Detached,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Detached,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Frayed,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Frayed,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Frayed,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Frayed,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Frayed,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Fickle,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Broken,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
