status,length,kids,age,gender,connection,commitment,score
married,over_thirty,kids_to_twelfth,to_fifty,female,3,2,Frayed
married,over_thirty,kids_to_twelfth,to_fifty,male,3,2,Frayed
married,twentyone_to_thirty,adult_children,to_sixty,female,3,2,Frayed
married,under_two,kids_under_five,to_thirty,female,3,2,Frayed
remarried,over_thirty,kids_to_twelfth,to_fifty,male,3,2,Frayed
dating,three_to_five,kids_under_five,to_twentyfour,male,3,3,Frayed
dating,under_two,kids_none,under_eighteen,male,3,3,Frayed
dating,under_two,kids_under_five,under_eighteen,female,3,3,Frayed
engaged,eleven_to_twenty,kids_to_fifth,to_forty,female,3,3,Frayed
living_together,twentyone_to_thirty,adult_children,to_fifty,male,3,3,Frayed
living_together,twentyone_to_thirty,kids_none,to_seventy,male,3,3,Frayed
married,over_thirty,kids_none,to_fifty,male,3,3,Frayed
married,over_thirty,kids_to_twelfth,to_fifty,male,3,3,Frayed
married,twentyone_to_thirty,adult_children,to_fifty,male,3,3,Frayed
married,twentyone_to_thirty,kids_to_fifth,to_fifty,male,3,3,Frayed
married,under_two,kids_none,to_twentyfour,female,3,3,Frayed
remarried,eleven_to_twenty,kids_none,to_thirty,male,3,3,Frayed
remarried,under_two,kids_none,to_thirty,male,3,3,Frayed
engaged,eleven_to_twenty,kids_none,to_thirty,female,3,4,Detached
engaged,under_two,kids_none,to_twentyfour,male,3,4,Detached
living_together,over_thirty,kids_none,to_fifty,male,3,4,Detached
living_together,six_to_ten,kids_none,to_thirty,female,3,4,Detached
living_together,twentyone_to_thirty,adult_children,to_fifty,male,3,4,Detached
married,eleven_to_twenty,kids_none,to_forty,male,3,4,Detached
married,over_thirty,kids_none,to_fifty,male,3,4,Detached
married,over_thirty,kids_none,to_fifty,male,3,4,Detached
married,over_thirty,kids_under_five,to_fifty,female,3,4,Detached
married,three_to_five,kids_none,to_twentyfour,female,3,4,Detached
married,twentyone_to_thirty,adult_children,to_fifty,male,3,4,Detached
married,under_two,kids_under_five,under_eighteen,male,3,4,Detached
remarried,over_thirty,kids_to_twelfth,to_fifty,female,3,4,Detached
remarried,twentyone_to_thirty,kids_none,to_sixty,male,3,4,Detached
remarried,under_two,kids_none,to_twentyfour,male,3,4,Detached
dating,eleven_to_twenty,kids_to_fifth,to_forty,female,3,5,Detached
engaged,twentyone_to_thirty,kids_none,to_fifty,male,3,5,Detached
living_together,six_to_ten,kids_none,to_thirty,female,3,5,Detached
living_together,twentyone_to_thirty,kids_none,to_seventy,male,3,5,Detached
living_together,under_two,kids_none,to_twentyfour,female,3,5,Detached
married,eleven_to_twenty,kids_none,to_thirty,female,3,5,Detached
married,three_to_five,kids_none,to_twentyfour,female,3,5,Detached
remarried,eleven_to_twenty,kids_none,to_forty,male,3,5,Detached
married,eleven_to_twenty,adult_children,to_fifty,male,3,6,Detached
married,over_thirty,kids_to_twelfth,to_fifty,male,3,6,Detached
married,three_to_five,kids_under_five,to_forty,female,3,6,Detached
married,twentyone_to_thirty,adult_children,to_sixty,male,3,6,Detached
married,under_two,kids_none,to_twentyfour,female,3,6,Detached
remarried,over_thirty,kids_to_twelfth,to_fifty,male,3,6,Detached
remarried,six_to_ten,kids_to_fifth,to_thirty,female,3,6,Detached
remarried,twentyone_to_thirty,kids_none,to_fifty,male,3,6,Detached
engaged,over_thirty,kids_to_twelfth,to_fifty,female,3,7,Stuck
living_together,under_two,kids_none,to_twentyfour,female,3,7,Stuck
married,eleven_to_twenty,kids_none,to_thirty,male,3,7,Stuck
married,eleven_to_twenty,kids_to_fifth,to_forty,female,3,7,Stuck
married,over_thirty,kids_to_twelfth,to_fifty,female,3,7,Stuck
married,twentyone_to_thirty,adult_children,to_fifty,male,3,7,Stuck
married,twentyone_to_thirty,adult_children,to_sixty,female,3,7,Stuck
married,twentyone_to_thirty,kids_to_fifth,to_fifty,male,3,7,Stuck
remarried,eleven_to_twenty,kids_none,to_thirty,male,3,7,Stuck
remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,3,7,Stuck
remarried,under_two,kids_none,to_thirty,male,3,7,Stuck
remarried,under_two,kids_under_five,to_forty,female,3,7,Stuck
dating,eleven_to_twenty,kids_to_fifth,to_fifty,male,3,8,Stuck
living_together,eleven_to_twenty,kids_none,to_thirty,female,3,8,Stuck
living_together,under_two,kids_none,to_twentyfour,female,3,8,Stuck
married,twentyone_to_thirty,adult_children,to_fifty,male,3,8,Stuck
married,twentyone_to_thirty,kids_none,to_fifty,female,3,8,Stuck
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,3,8,Stuck
married,under_two,kids_under_five,to_thirty,female,3,8,Stuck
remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male,3,8,Stuck
remarried,over_thirty,kids_to_twelfth,to_fifty,male,3,8,Stuck
remarried,six_to_ten,kids_none,to_twentyfour,female,3,8,Stuck
remarried,under_two,kids_none,to_thirty,male,3,8,Stuck
engaged,eleven_to_twenty,kids_to_fifth,to_forty,female,3,9,Stuck
engaged,twentyone_to_thirty,kids_under_five,to_fifty,female,3,9,Stuck
living_together,eleven_to_twenty,kids_under_five,to_thirty,female,3,9,Stuck
married,over_thirty,kids_none,to_sixty,female,3,9,Stuck
married,under_two,kids_under_five,to_forty,male,3,9,Stuck
remarried,over_thirty,kids_none,to_fifty,female,3,9,Stuck
dating,under_two,kids_none,to_twentyfour,male,3,10,Estranged
married,over_thirty,kids_none,to_fifty,male,3,10,Estranged
married,over_thirty,kids_none,to_fifty,male,3,10,Estranged
married,six_to_ten,kids_to_fifth,to_forty,male,3,10,Estranged
married,twentyone_to_thirty,kids_none,to_fifty,female,3,10,Estranged
married,under_two,kids_none,to_thirty,female,3,10,Estranged
married,under_two,kids_under_five,to_thirty,male,3,10,Estranged
remarried,over_thirty,kids_none,to_seventy,male,3,10,Estranged
remarried,six_to_ten,kids_to_fifth,to_twentyfour,female,3,10,Estranged
dating,over_thirty,adult_children,to_fifty,female,4,0,Tentative
dating,over_thirty,adult_children,to_sixty,female,4,0,Tentative
engaged,twentyone_to_thirty,kids_none,to_fifty,male,4,0,Tentative
married,over_thirty,kids_none,to_fifty,male,4,0,Tentative
married,over_thirty,kids_none,to_fifty,male,4,0,Tentative
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,4,0,Tentative
married,under_two,kids_under_five,to_twentyfour,female,4,0,Tentative
married,under_two,kids_under_five,under_eighteen,male,4,0,Tentative
remarried,eleven_to_twenty,kids_none,to_forty,male,4,0,Tentative
remarried,over_thirty,kids_none,to_seventy,male,4,0,Tentative
remarried,over_thirty,kids_to_twelfth,to_fifty,female,4,0,Tentative
remarried,twentyone_to_thirty,kids_none,to_sixty,female,4,0,Tentative
dating,twentyone_to_thirty,kids_to_twelfth,to_sixty,male,4,1,Tentative
engaged,eleven_to_twenty,adult_children,to_fifty,female,4,1,Tentative
engaged,over_thirty,kids_under_five,to_sixty,female,4,1,Tentative
engaged,twentyone_to_thirty,kids_none,to_fifty,male,4,1,Tentative
engaged,under_two,kids_under_five,to_thirty,male,4,1,Tentative
living_together,eleven_to_twenty,adult_children,to_fifty,female,4,1,Tentative
living_together,three_to_five,kids_under_five,to_forty,female,4,1,Tentative
married,under_two,kids_none,to_twentyfour,male,4,1,Tentative
married,under_two,kids_under_five,to_twentyfour,female,4,1,Tentative
remarried,eleven_to_twenty,kids_none,to_forty,male,4,1,Tentative
remarried,eleven_to_twenty,kids_none,to_thirty,male,4,1,Tentative
remarried,six_to_ten,kids_to_fifth,to_thirty,female,4,1,Tentative
remarried,twentyone_to_thirty,kids_none,to_fifty,male,4,1,Tentative
remarried,under_two,kids_none,to_thirty,male,4,1,Tentative
remarried,under_two,kids_under_five,to_twentyfour,female,4,1,Tentative
dating,six_to_ten,kids_to_fifth,to_twentyfour,male,4,2,Tentative
living_together,over_thirty,kids_to_twelfth,to_fifty,male,4,2,Tentative
living_together,twentyone_to_thirty,kids_to_twelfth,to_seventy,female,4,2,Tentative
married,eleven_to_twenty,kids_none,to_thirty,female,4,2,Tentative
married,over_thirty,kids_none,to_fifty,male,4,2,Tentative
married,over_thirty,kids_to_twelfth,to_fifty,male,4,2,Tentative
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,4,2,Tentative
married,twentyone_to_thirty,kids_under_five,to_fifty,male,4,2,Tentative
married,under_two,kids_under_five,to_thirty,female,4,2,Tentative
remarried,eleven_to_twenty,kids_under_five,to_forty,female,4,2,Tentative
remarried,six_to_ten,kids_to_fifth,to_twentyfour,female,4,2,Tentative
dating,twentyone_to_thirty,kids_to_fifth,to_fifty,female,4,3,Tentative
dating,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,4,3,Tentative
engaged,twentyone_to_thirty,kids_to_fifth,to_fifty,female,4,3,Tentative
living_together,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,4,3,Tentative
living_together,under_two,kids_none,to_thirty,female,4,3,Tentative
married,eleven_to_twenty,adult_children,to_sixty,male,4,3,Tentative
married,over_thirty,kids_none,to_fifty,male,4,3,Tentative
married,over_thirty,kids_to_twelfth,to_fifty,female,4,3,Tentative
married,six_to_ten,kids_to_fifth,to_forty,male,4,3,Tentative
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,4,3,Tentative
married,under_two,kids_none,to_twentyfour,male,4,3,Tentative
married,under_two,kids_under_five,to_thirty,female,4,3,Tentative
married,under_two,kids_under_five,to_thirty,female,4,3,Tentative
remarried,eleven_to_twenty,kids_none,to_thirty,male,4,3,Tentative
remarried,over_thirty,kids_to_twelfth,to_fifty,male,4,3,Tentative
dating,over_thirty,kids_to_twelfth,to_sixty,male,4,4,Tentative
living_together,over_thirty,kids_to_twelfth,to_fifty,male,4,4,Tentative
married,eleven_to_twenty,kids_to_fifth,to_forty,male,4,4,Tentative
married,over_thirty,kids_none,to_sixty,female,4,4,Tentative
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,4,4,Tentative
remarried,twentyone_to_thirty,kids_none,to_fifty,male,4,4,Tentative
dating,eleven_to_twenty,kids_under_five,to_fifty,female,4,5,Steady
engaged,over_thirty,kids_none,to_fifty,male,4,5,Steady
married,three_to_five,kids_under_five,to_thirty,male,4,5,Steady
married,twentyone_to_thirty,adult_children,to_seventy,male,4,5,Steady
married,twentyone_to_thirty,kids_none,to_fifty,male,4,5,Steady
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,4,5,Steady
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,4,5,Steady
remarried,twentyone_to_thirty,adult_children,to_sixty,male,4,5,Steady
remarried,twentyone_to_thirty,kids_none,to_sixty,female,4,5,Steady
remarried,under_two,kids_under_five,to_thirty,female,4,5,Steady
engaged,under_two,kids_under_five,to_twentyfour,male,4,6,Reliable
married,eleven_to_twenty,kids_none,to_thirty,male,4,6,Reliable
married,over_thirty,adult_children,to_seventy,male,4,6,Reliable
married,over_thirty,kids_none,to_fifty,female,4,6,Reliable
married,over_thirty,kids_none,to_fifty,male,4,6,Reliable
married,over_thirty,kids_none,to_sixty,female,4,6,Reliable
married,twentyone_to_thirty,kids_none,to_fifty,female,4,6,Reliable
married,under_two,kids_under_five,under_eighteen,male,4,6,Reliable
remarried,under_two,kids_none,to_twentyfour,male,4,6,Reliable
remarried,under_two,kids_none,to_twentyfour,male,4,6,Reliable
dating,eleven_to_twenty,kids_none,to_thirty,male,4,7,Reliable
dating,twentyone_to_thirty,kids_none,to_fifty,female,4,7,Reliable
engaged,under_two,kids_under_five,to_thirty,male,4,7,Reliable
engaged,under_two,kids_under_five,to_thirty,male,4,7,Reliable
living_together,eleven_to_twenty,kids_none,to_thirty,female,4,7,Reliable
living_together,over_thirty,kids_to_twelfth,to_fifty,male,4,7,Reliable
living_together,six_to_ten,kids_none,to_forty,female,4,7,Reliable
married,eleven_to_twenty,kids_none,to_thirty,male,4,7,Reliable
married,over_thirty,kids_none,to_fifty,male,4,7,Reliable
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,4,7,Reliable
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,4,7,Reliable
married,under_two,kids_under_five,to_twentyfour,female,4,7,Reliable
remarried,eleven_to_twenty,kids_none,to_forty,male,4,7,Reliable
remarried,over_thirty,kids_none,to_fifty,male,4,7,Reliable
remarried,over_thirty,kids_to_fifth,to_fifty,male,4,7,Reliable
dating,under_two,kids_none,under_eighteen,male,4,8,Reliable
engaged,under_two,kids_under_five,to_twentyfour,male,4,8,Reliable
living_together,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,4,8,Reliable
married,eleven_to_twenty,kids_to_fifth,to_forty,male,4,8,Reliable
married,over_thirty,kids_none,to_fifty,male,4,8,Reliable
married,over_thirty,kids_none,to_sixty,female,4,8,Reliable
married,twentyone_to_thirty,kids_to_fifth,to_fifty,male,4,8,Reliable
married,under_two,kids_under_five,to_forty,male,4,8,Reliable
remarried,over_thirty,kids_none,to_sixty,male,4,8,Reliable
remarried,over_thirty,kids_to_twelfth,to_fifty,male,4,8,Reliable
remarried,under_two,kids_none,to_thirty,male,4,8,Reliable
remarried,under_two,kids_none,under_eighteen,male,4,8,Reliable
engaged,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,4,9,Reliable
living_together,over_thirty,kids_none,to_fifty,male,4,9,Reliable
living_together,twentyone_to_thirty,kids_under_five,to_fifty,female,4,9,Reliable
living_together,under_two,kids_none,to_twentyfour,female,4,9,Reliable
married,twentyone_to_thirty,adult_children,to_sixty,female,4,9,Reliable
married,twentyone_to_thirty,kids_none,to_fifty,female,4,9,Reliable
married,twentyone_to_thirty,kids_none,to_fifty,male,4,9,Reliable
married,twentyone_to_thirty,kids_to_fifth,to_fifty,male,4,9,Reliable
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,4,9,Reliable
remarried,three_to_five,kids_to_fifth,to_thirty,male,4,9,Reliable
dating,over_thirty,kids_none,to_sixty,female,4,10,Reliable
dating,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,4,10,Reliable
dating,under_two,kids_under_five,to_twentyfour,female,4,10,Reliable
engaged,over_thirty,kids_none,to_fifty,male,4,10,Reliable
engaged,over_thirty,kids_to_twelfth,to_sixty,female,4,10,Reliable
engaged,twentyone_to_thirty,kids_none,to_fifty,male,4,10,Reliable
engaged,under_two,kids_under_five,to_twentyfour,male,4,10,Reliable
married,over_thirty,kids_none,to_fifty,female,4,10,Reliable
married,over_thirty,kids_none,to_sixty,female,4,10,Reliable
married,over_thirty,kids_none,to_sixty,female,4,10,Reliable
married,over_thirty,kids_to_twelfth,to_fifty,male,4,10,Reliable
married,three_to_five,kids_to_fifth,to_thirty,female,4,10,Reliable
married,twentyone_to_thirty,adult_children,to_seventy,male,4,10,Reliable
married,twentyone_to_thirty,kids_none,to_fifty,female,4,10,Reliable
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,4,10,Reliable
remarried,eleven_to_twenty,kids_none,to_forty,male,4,10,Reliable
engaged,over_thirty,kids_none,to_fifty,male,5,0,Tentative
engaged,over_thirty,kids_none,to_fifty,male,5,0,Tentative
living_together,twentyone_to_thirty,adult_children,to_sixty,male,5,0,Tentative
living_together,twentyone_to_thirty,kids_to_twelfth,to_sixty,female,5,0,Tentative
married,over_thirty,kids_to_twelfth,to_fifty,male,5,0,Tentative
married,six_to_ten,kids_to_fifth,to_forty,male,5,0,Tentative
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,5,0,Tentative
remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male,5,0,Tentative
remarried,over_thirty,kids_to_twelfth,to_fifty,male,5,0,Tentative
remarried,over_thirty,kids_to_twelfth,to_fifty,male,5,0,Tentative
remarried,over_thirty,kids_under_five,to_fifty,female,5,0,Tentative
remarried,six_to_ten,kids_none,to_twentyfour,female,5,0,Tentative
remarried,twentyone_to_thirty,kids_none,to_fifty,male,5,0,Tentative
married,eleven_to_twenty,kids_to_fifth,to_thirty,male,5,1,Tentative
married,over_thirty,kids_to_twelfth,to_fifty,male,5,1,Tentative
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,5,1,Tentative
married,under_two,kids_none,to_twentyfour,male,5,1,Tentative
remarried,twentyone_to_thirty,kids_none,to_fifty,male,5,1,Tentative
remarried,twentyone_to_thirty,kids_none,to_fifty,male,5,1,Tentative
remarried,twentyone_to_thirty,kids_none,to_sixty,female,5,1,Tentative
dating,eleven_to_twenty,kids_to_fifth,to_fifty,male,5,2,Tentative
engaged,twentyone_to_thirty,kids_under_five,to_fifty,female,5,2,Tentative
living_together,eleven_to_twenty,kids_under_five,to_forty,female,5,2,Tentative
married,over_thirty,kids_to_twelfth,to_fifty,male,5,2,Tentative
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,5,2,Tentative
married,under_two,kids_under_five,to_twentyfour,female,5,2,Tentative
married,under_two,kids_under_five,to_twentyfour,female,5,2,Tentative
married,under_two,kids_under_five,to_twentyfour,male,5,2,Tentative
remarried,eleven_to_twenty,kids_none,to_forty,male,5,2,Tentative
remarried,eleven_to_twenty,kids_none,to_thirty,male,5,2,Tentative
dating,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,5,3,Tentative
engaged,under_two,kids_under_five,to_twentyfour,male,5,3,Tentative
married,over_thirty,kids_to_twelfth,to_fifty,female,5,3,Tentative
married,three_to_five,adult_children,to_fifty,male,5,3,Tentative
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,5,3,Tentative
married,under_two,kids_none,to_thirty,female,5,3,Tentative
remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male,5,3,Tentative
remarried,over_thirty,kids_none,to_sixty,male,5,3,Tentative
remarried,six_to_ten,kids_to_fifth,to_twentyfour,female,5,3,Tentative
remarried,twentyone_to_thirty,kids_none,to_fifty,male,5,3,Tentative
remarried,under_two,kids_under_five,to_forty,female,5,3,Tentative
dating,twentyone_to_thirty,adult_children,to_sixty,male,5,4,Steady
dating,twentyone_to_thirty,kids_none,to_fifty,female,5,4,Steady
engaged,under_two,kids_none,to_thirty,female,5,4,Steady
living_together,twentyone_to_thirty,kids_none,to_fifty,male,5,4,Steady
living_together,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,5,4,Steady
married,eleven_to_twenty,kids_none,to_thirty,male,5,4,Steady
married,over_thirty,kids_none,to_seventy,male,5,4,Steady
married,six_to_ten,kids_none,to_thirty,male,5,4,Steady
married,six_to_ten,kids_under_five,to_thirty,male,5,4,Steady
married,three_to_five,kids_none,to_twentyfour,female,5,4,Steady
married,twentyone_to_thirty,kids_to_fifth,to_fifty,male,5,4,Steady
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,5,4,Steady
married,under_two,kids_none,to_thirty,female,5,4,Steady
married,under_two,kids_none,to_twentyfour,female,5,4,Steady
remarried,eleven_to_twenty,kids_none,to_thirty,male,5,4,Steady
remarried,over_thirty,kids_none,to_fifty,female,5,4,Steady
remarried,over_thirty,kids_none,to_sixty,male,5,4,Steady
remarried,over_thirty,kids_to_twelfth,to_fifty,male,5,4,Steady
remarried,six_to_ten,kids_to_fifth,to_thirty,female,5,4,Steady
remarried,six_to_ten,kids_to_fifth,to_thirty,female,5,4,Steady
dating,under_two,kids_under_five,to_twentyfour,female,5,5,Steady
engaged,eleven_to_twenty,kids_none,to_forty,female,5,5,Steady
engaged,eleven_to_twenty,kids_to_twelfth,to_forty,male,5,5,Steady
married,over_thirty,kids_none,to_fifty,male,5,5,Steady
married,over_thirty,kids_none,to_fifty,male,5,5,Steady
married,over_thirty,kids_to_twelfth,to_fifty,male,5,5,Steady
married,three_to_five,kids_under_five,to_forty,female,5,5,Steady
married,twentyone_to_thirty,adult_children,to_seventy,male,5,5,Steady
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,5,5,Steady
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,5,5,Steady
married,under_two,kids_under_five,to_twentyfour,female,5,5,Steady
remarried,three_to_five,kids_under_five,to_thirty,male,5,5,Steady
dating,eleven_to_twenty,kids_to_fifth,to_forty,male,5,6,Steady
dating,over_thirty,kids_under_five,to_fifty,male,5,6,Steady
dating,twentyone_to_thirty,kids_to_twelfth,to_sixty,male,5,6,Steady
dating,under_two,kids_under_five,to_twentyfour,female,5,6,Steady
engaged,over_thirty,kids_none,to_fifty,male,5,6,Steady
engaged,twentyone_to_thirty,kids_none,to_fifty,male,5,6,Steady
engaged,twentyone_to_thirty,kids_under_five,to_fifty,female,5,6,Steady
married,eleven_to_twenty,kids_none,to_forty,male,5,6,Steady
married,over_thirty,kids_to_fifth,to_fifty,male,5,6,Steady
married,over_thirty,kids_under_five,to_fifty,female,5,6,Steady
married,six_to_ten,kids_under_five,to_thirty,male,5,6,Steady
married,three_to_five,kids_none,to_twentyfour,female,5,6,Steady
married,three_to_five,kids_under_five,to_thirty,male,5,6,Steady
married,twentyone_to_thirty,adult_children,to_seventy,male,5,6,Steady
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,5,6,Steady
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,5,6,Steady
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,5,6,Steady
married,under_two,kids_none,to_twentyfour,female,5,6,Steady
remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,5,6,Steady
married,eleven_to_twenty,kids_none,to_forty,male,5,7,Reliable
married,eleven_to_twenty,kids_to_fifth,to_forty,female,5,7,Reliable
married,eleven_to_twenty,kids_to_fifth,to_forty,female,5,7,Reliable
married,over_thirty,kids_none,to_fifty,male,5,7,Reliable
married,over_thirty,kids_to_twelfth,to_fifty,female,5,7,Reliable
married,twentyone_to_thirty,adult_children,to_sixty,female,5,7,Reliable
married,twentyone_to_thirty,kids_none,to_fifty,female,5,7,Reliable
married,under_two,kids_under_five,to_twentyfour,female,5,7,Reliable
remarried,eleven_to_twenty,adult_children,to_fifty,male,5,7,Reliable
dating,under_two,kids_none,under_eighteen,male,5,8,Reliable
living_together,over_thirty,kids_none,to_seventy,male,5,8,Reliable
living_together,over_thirty,kids_none,to_sixty,male,5,8,Reliable
married,eleven_to_twenty,kids_to_fifth,to_thirty,male,5,8,Reliable
married,over_thirty,kids_none,to_fifty,male,5,8,Reliable
married,three_to_five,kids_none,to_forty,female,5,8,Reliable
married,twentyone_to_thirty,adult_children,to_sixty,female,5,8,Reliable
married,under_two,kids_none,to_thirty,female,5,8,Reliable
remarried,eleven_to_twenty,kids_under_five,to_forty,female,5,8,Reliable
remarried,three_to_five,kids_none,to_fifty,male,5,8,Reliable
remarried,twentyone_to_thirty,kids_none,to_fifty,male,5,8,Reliable
dating,twentyone_to_thirty,kids_to_twelfth,to_sixty,male,5,9,Reliable
living_together,over_thirty,kids_none,to_fifty,male,5,9,Reliable
married,eleven_to_twenty,kids_to_fifth,to_fifty,female,5,9,Reliable
married,over_thirty,kids_none,to_sixty,male,5,9,Reliable
married,over_thirty,kids_to_fifth,to_fifty,male,5,9,Reliable
married,twentyone_to_thirty,adult_children,to_sixty,female,5,9,Reliable
married,under_two,kids_none,to_thirty,male,5,9,Reliable
remarried,over_thirty,kids_to_twelfth,to_fifty,female,5,9,Reliable
remarried,six_to_ten,kids_to_fifth,to_thirty,female,5,9,Reliable
remarried,twentyone_to_thirty,kids_none,to_seventy,male,5,9,Reliable
remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,5,9,Reliable
dating,over_thirty,kids_under_five,to_fifty,male,5,10,Reliable
dating,twentyone_to_thirty,kids_under_five,to_fifty,male,5,10,Reliable
engaged,under_two,kids_under_five,to_thirty,male,5,10,Reliable
living_together,eleven_to_twenty,kids_to_fifth,to_forty,female,5,10,Reliable
living_together,eleven_to_twenty,kids_to_twelfth,to_fifty,female,5,10,Reliable
married,six_to_ten,kids_to_fifth,to_forty,male,5,10,Reliable
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,5,10,Reliable
married,under_two,kids_none,under_eighteen,male,5,10,Reliable
remarried,over_thirty,kids_to_twelfth,to_fifty,male,5,10,Reliable
remarried,twentyone_to_thirty,kids_none,to_fifty,male,5,10,Reliable
remarried,under_two,kids_none,to_thirty,male,5,10,Reliable
remarried,under_two,kids_under_five,to_forty,female,5,10,Reliable
dating,twentyone_to_thirty,kids_none,to_fifty,female,6,0,Tentative
engaged,over_thirty,kids_under_five,to_fifty,female,6,0,Tentative
living_together,under_two,kids_under_five,to_forty,female,6,0,Tentative
married,over_thirty,kids_to_twelfth,to_fifty,female,6,0,Tentative
married,three_to_five,kids_to_fifth,to_thirty,female,6,0,Tentative
married,under_two,kids_none,to_thirty,male,6,0,Tentative
remarried,over_thirty,kids_to_fifth,to_fifty,male,6,0,Tentative
dating,six_to_ten,kids_none,to_twentyfour,male,6,1,Tentative
dating,twentyone_to_thirty,adult_children,to_sixty,male,6,1,Tentative
dating,twentyone_to_thirty,kids_none,to_fifty,male,6,1,Tentative
dating,under_two,kids_under_five,to_twentyfour,female,6,1,Tentative
engaged,three_to_five,kids_under_five,under_eighteen,male,6,1,Tentative
married,over_thirty,kids_none,to_fifty,male,6,1,Tentative
married,over_thirty,kids_to_twelfth,to_fifty,male,6,1,Tentative
remarried,eleven_to_twenty,kids_none,to_thirty,male,6,1,Tentative
engaged,six_to_ten,kids_to_fifth,to_thirty,female,6,2,Tentative
engaged,six_to_ten,kids_to_fifth,to_twentyfour,female,6,2,Tentative
engaged,twentyone_to_thirty,adult_children,to_fifty,male,6,2,Tentative
living_together,over_thirty,kids_to_twelfth,to_fifty,male,6,2,Tentative
married,over_thirty,kids_none,to_fifty,male,6,2,Tentative
married,over_thirty,kids_none,to_fifty,male,6,2,Tentative
married,over_thirty,kids_under_five,to_fifty,female,6,2,Tentative
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,6,2,Tentative
remarried,six_to_ten,kids_to_fifth,to_thirty,female,6,2,Tentative
remarried,twentyone_to_thirty,adult_children,to_fifty,male,6,2,Tentative
remarried,twentyone_to_thirty,kids_none,to_sixty,male,6,2,Tentative
dating,six_to_ten,kids_none,to_twentyfour,male,6,3,Tentative
engaged,under_two,kids_under_five,to_thirty,male,6,3,Tentative
living_together,over_thirty,kids_none,to_fifty,male,6,3,Tentative
living_together,over_thirty,kids_none,to_sixty,male,6,3,Tentative
living_together,over_thirty,kids_to_twelfth,to_fifty,male,6,3,Tentative
living_together,six_to_ten,kids_under_five,to_fifty,female,6,3,Tentative
living_together,twentyone_to_thirty,kids_none,to_sixty,male,6,3,Tentative
married,eleven_to_twenty,kids_to_fifth,to_thirty,male,6,3,Tentative
married,eleven_to_twenty,kids_to_fifth,to_thirty,male,6,3,Tentative
married,over_thirty,kids_none,to_sixty,female,6,3,Tentative
married,twentyone_to_thirty,adult_children,to_sixty,female,6,3,Tentative
remarried,twentyone_to_thirty,kids_none,to_sixty,female,6,3,Tentative
remarried,twentyone_to_thirty,kids_none,to_sixty,female,6,3,Tentative
remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,6,3,Tentative
dating,over_thirty,adult_children,to_sixty,female,6,4,Tentative
dating,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,6,4,Tentative
dating,under_two,kids_under_five,under_eighteen,female,6,4,Tentative
engaged,over_thirty,kids_under_five,to_fifty,female,6,4,Tentative
living_together,over_thirty,kids_to_twelfth,to_fifty,male,6,4,Tentative
living_together,twentyone_to_thirty,kids_none,to_seventy,male,6,4,Tentative
living_together,under_two,kids_none,to_thirty,female,6,4,Tentative
married,over_thirty,kids_to_twelfth,to_fifty,male,6,4,Tentative
married,six_to_ten,kids_under_five,to_thirty,male,6,4,Tentative
married,twentyone_to_thirty,adult_children,to_seventy,male,6,4,Tentative
married,under_two,kids_none,to_twentyfour,female,6,4,Tentative
